date,epi_year,epi_week,country_code,country_name,new_cases,cumulative_cases,new_deaths,cfr_percent,au_region
2024-09-15,2024,37,ETH,Ethiopia,151,6531,3,1.99,East
2024-09-15,2024,37,SOM,Somalia,182,7335,5,2.75,East
2024-09-22,2024,38,ZWE,Zimbabwe,145,8065,2,1.38,Southern
2024-09-22,2024,38,ZMB,Zambia,59,7412,1,1.69,Southern
2024-09-22,2024,38,MOZ,Mozambique,92,8679,2,2.17,Southern
2024-09-22,2024,38,MWI,Malawi,174,7275,4,2.3,Southern
2024-09-22,2024,38,TZA,Tanzania,172,7491,2,1.16,East
2024-09-22,2024,38,KEN,Kenya,55,7446,1,1.82,East
2024-09-22,2024,38,UGA,Uganda,111,7675,2,1.8,East
2024-09-22,2024,38,ETH,Ethiopia,210,6741,4,1.9,East
2024-09-22,2024,38,SOM,Somalia,80,7415,1,1.25,East
2024-09-29,2024,39,ZWE,Zimbabwe,202,8267,3,1.49,Southern
2024-09-29,2024,39,ZMB,Zambia,94,7506,2,2.13,Southern
2024-09-29,2024,39,MOZ,Mozambique,186,8865,6,3.23,Southern
2024-09-29,2024,39,MWI,Malawi,53,7328,1,1.89,Southern
2024-09-29,2024,39,TZA,Tanzania,147,7638,3,2.04,East
2024-09-29,2024,39,KEN,Kenya,103,7549,1,0.97,East
2024-09-29,2024,39,UGA,Uganda,139,7814,2,1.44,East
2024-09-29,2024,39,ETH,Ethiopia,38,6779,1,2.63,East
2024-09-29,2024,39,SOM,Somalia,172,7587,6,3.49,East
2024-10-06,2024,40,ZWE,Zimbabwe,105,8372,3,2.86,Southern
2024-10-06,2024,40,ZMB,Zambia,50,7556,1,2.0,Southern
2024-10-06,2024,40,MOZ,Mozambique,149,9014,4,2.68,Southern
2024-10-06,2024,40,MWI,Malawi,92,7420,1,1.09,Southern
2024-10-06,2024,40,TZA,Tanzania,88,7726,1,1.14,East
2024-10-06,2024,40,KEN,Kenya,35,7584,1,2.86,East
2024-10-06,2024,40,UGA,Uganda,177,7991,3,1.69,East
2024-10-06,2024,40,ETH,Ethiopia,169,6948,4,2.37,East
2024-10-06,2024,40,SOM,Somalia,56,7643,0,0.0,East
2024-10-13,2024,41,ZWE,Zimbabwe,101,8473,1,0.99,Southern
2024-10-13,2024,41,ZMB,Zambia,142,7698,3,2.11,Southern
2024-10-13,2024,41,MOZ,Mozambique,162,9176,4,2.47,Southern
2024-10-13,2024,41,MWI,Malawi,120,7540,2,1.67,Southern
2024-10-13,2024,41,TZA,Tanzania,169,7895,4,2.37,East
2024-10-13,2024,41,KEN,Kenya,127,7711,2,1.57,East
2024-10-13,2024,41,UGA,Uganda,74,8065,1,1.35,East
2024-10-13,2024,41,ETH,Ethiopia,67,7015,1,1.49,East
2024-10-13,2024,41,SOM,Somalia,195,7838,5,2.56,East
2024-10-20,2024,42,ZWE,Zimbabwe,81,8554,2,2.47,Southern
2024-10-20,2024,42,ZMB,Zambia,107,7805,1,0.93,Southern
2024-10-20,2024,42,MOZ,Mozambique,194,9370,4,2.06,Southern
2024-10-20,2024,42,MWI,Malawi,104,7644,2,1.92,Southern
2024-10-20,2024,42,TZA,Tanzania,90,7985,2,2.22,East
2024-10-20,2024,42,KEN,Kenya,170,7881,5,2.94,East
2024-10-20,2024,42,UGA,Uganda,211,8276,5,2.37,East
2024-10-20,2024,42,ETH,Ethiopia,187,7202,6,3.21,East
2024-10-20,2024,42,SOM,Somalia,55,7893,1,1.82,East
2024-10-27,2024,43,ZWE,Zimbabwe,71,8625,2,2.82,Southern
2024-10-27,2024,43,ZMB,Zambia,56,7861,1,1.79,Southern
2024-10-27,2024,43,MOZ,Mozambique,167,9537,5,2.99,Southern
2024-10-27,2024,43,MWI,Malawi,47,7691,0,0.0,Southern
2024-10-27,2024,43,TZA,Tanzania,190,8175,3,1.58,East
2024-10-27,2024,43,KEN,Kenya,39,7920,0,0.0,East
2024-10-27,2024,43,UGA,Uganda,182,8458,3,1.65,East
2024-10-27,2024,43,ETH,Ethiopia,66,7268,1,1.52,East
2024-10-27,2024,43,SOM,Somalia,117,8010,3,2.56,East
